target_table,target_column,source_table,source_column,confidence_score,mapping_method,domain,search_time
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ANB_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ROW_NUM,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,PROCESSING_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,PAYMENT_ACH_BATCHES,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,PAYMENT_ACH_ITEMS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,PAYMENT_TOTAL_CREDITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,PAYMENT_TOTAL_DEBITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,SFT_ACH_BATCHES,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,SFT_ACH_ITEMS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,SFT_TOTAL_CREDITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,SFT_TOTAL_DEBITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_ACH_BATCHES,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_ACH_ITEMS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_TOTAL_CREDITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_TOTAL_DEBITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_LOAD_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_FILE_SOURCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_HASH_KEY,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANB_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANB_SILVERLAKE_DDALIH_ID,WH_RTXNEXCPHIST,ACCTNBR,11.389225125312805,semantic_search,transaction,0.24651336669921875
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANB_ACCOUNT_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ACCOUNT_GROUP_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,SERVICE_ITEM_NUMBER,WH_RTXNEXCPHIST,ACCTNBR,15.080240666866302,semantic_search,transaction,0.22563815116882324
ACCOUNT_ANALYSIS_DETAILED_HISTORY,GROUP_NUMBER,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANALYSIS_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,AA_TYPE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ITEM_DESCRIPTION,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ITEM_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,TRANSACTION_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,NUMBER_FREE,WH_RTXNEXCPHIST,ACCTNBR,10.674838125705719,semantic_search,transaction,0.22372794151306152
ACCOUNT_ANALYSIS_DETAILED_HISTORY,DEBIT_CREDIT_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,MINIMUM_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,MAXIMUM_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,FLAT_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,TIER_OPTION,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,NUMBE_AMT_CODE,CARDTXNPARAM,FROMTRANSACTIONDESC,8.431088924407959,semantic_search,transaction,0.20557236671447754
ACCOUNT_ANALYSIS_DETAILED_HISTORY,PRINT_IF_ZERO,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CHARGE_TIER1,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,COUNT_TIER2,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CHARGE_TIER2,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,COUNT_TIER3,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CHARGE_TIER3,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,COUNT_TIER4,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CHARGE_TIER4,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,COUNT_TIER5,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CHARGE_TIER5,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,WAIVE_FEE_INDICATOR,ACCTRTXNSVCGRPPROCESS,EXEMPTCOUNT,9.453188478946686,semantic_search,transaction,0.28398609161376953
ACCOUNT_ANALYSIS_DETAILED_HISTORY,WAIVE_FEE_EXPIRY_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,EXCEPTED_PRICING_BEGINNING_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,EXCEPTED_PRICING_END_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,RECURRING_ITEM,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,RECURRING_ITEM_EXPIRY_DATE,ACCTSRCIDRTXNRPTGRPLMTHIST,EFFDATE,24.494509100914,semantic_search,transaction,0.20270085334777832
ACCOUNT_ANALYSIS_DETAILED_HISTORY,HARD_SOFT_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,STATEMENT_OCCURRENCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,CTD_NUMBER_FREE_COUNT,ACCTRTXNSVCGRPPROCESS,TRANSCOUNT,20.61307817697525,semantic_search,transaction,0.20535635948181152
ACCOUNT_ANALYSIS_DETAILED_HISTORY,EXCEPTION_LEVEL,RTXNEXCPHIST,PRINTNOTICEYN,14.537812173366547,semantic_search,transaction,0.19204401969909668
ACCOUNT_ANALYSIS_DETAILED_HISTORY,REQUIRED_BALANCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,TRANSACTION_COUNT,ACCTRTXNSVCGRPPROCESS,TRANSCOUNT,14.469846487045288,semantic_search,transaction,0.24526500701904297
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANB_BRANCH_DETAIL_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,OFFICER_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ANALYSIS_PLAN,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,STATEMENT_GROUP_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,GROUP_SERVICE_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ADT_HASH_KEY,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ADT_FILE_SOURCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_DETAILED_HISTORY,ADT_LOAD_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ANB_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ANB_SILVERLAKE_DDAAHS_ID,WH_RTXNEXCPHIST,ACCTNBR,12.45689183473587,semantic_search,transaction,0.21134710311889648
ACCOUNT_ANALYSIS_HISTORY,ANB_ACCOUNT_ID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ANALYSIS_PLAN,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ACCOUNT_NUMBER,WH_RTXNEXCPHIST,ACCTNBR,20.59117615222931,semantic_search,transaction,0.21502470970153809
ACCOUNT_ANALYSIS_HISTORY,ACCOUNT_TYPE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ACCOUNT_GROUP_G_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,AGGREGATE_DAYS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,AGGREGATE_DAYS_NEGATIVE,ACCTSRCIDRTXNRPTGRPLMTHIST,INACTIVEDATE,6.29643440246582,semantic_search,transaction,0.2828528881072998
ACCOUNT_ANALYSIS_HISTORY,AGGREGATE_DAYS_POSITIVE,RTXNSTATHIST,ACCRADJBALHISTROWEFFDATE,9.953114986419678,semantic_search,transaction,0.26471447944641113
ACCOUNT_ANALYSIS_HISTORY,AVERAGE_LEDGER,CARDTXNACCTSUBACCT,LEDGERBAL,16.05236530303955,semantic_search,transaction,0.23021268844604492
ACCOUNT_ANALYSIS_HISTORY,AVERAGE_COLLECTED,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,AVERAGE_COLLECTED_NEGATIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,AVERAGE_COLLECTED_POSITIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,CARRYOVER_USED,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,CHARGE_ACCCOUNT_NUMBER,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,CHARGE_WAIVE_CODE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,CHARGED_AT_CLOSING,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,COMPENSATING_BALANCE,RTXNSTATHIST,ACCRADJBALHISTROWEFFDATE,13.523261547088623,semantic_search,transaction,0.21781420707702637
ACCOUNT_ANALYSIS_HISTORY,ANALYSIS_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ALTERNATE_ANALYSIS_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS_BALANCE_NEGATIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS_BALANCE_POSTIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS_RATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS_RATE_NEGATIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EARNINGS_RATE_POSTIVE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,EXCESS_EARNINGS_INTEREST_PAID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,GROUP_NUMBER,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,INQUIRIES,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,INTEREST_PAID,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,INVESTMENT_BALANCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_CREDITS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_DEBITS,FUNDTRANSFERDEBIT,DEBITAMT,9.616088271141052,semantic_search,transaction,0.28582262992858887
ACCOUNT_ANALYSIS_HISTORY,OVERDRAFT_INTEREST,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_ON_US_DEP,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,PROFIT,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,REQUIRED_BALANCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,RESERVES,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,RESERVE_RATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,SERVICE_CHARGE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,REGULAR_STATMENTS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,SPECIAL_STATMENTS,RTXNSTATHIST,SYS_NC00017$,19.290769398212433,semantic_search,transaction,0.25658464431762695
ACCOUNT_ANALYSIS_HISTORY,TEMPORARY_STATMENTS,RTXNSTATHIST,SYS_NC00017$,15.861610472202301,semantic_search,transaction,0.22394895553588867
ACCOUNT_ANALYSIS_HISTORY,STOPS_HOLDS,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TOTAL_CHARGES,ACCTRTXNSVCGRPPROCESS,TRANSCOUNT,9.877488911151886,semantic_search,transaction,0.294219970703125
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_TRANSIT_1,RTXN,TRANAMT,12.59705364704132,semantic_search,transaction,0.23389530181884766
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_TRANSIT_2,RTXN,TRANAMT,9.982586205005646,semantic_search,transaction,0.2922348976135254
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_TRANSIT_3,RTXN,TRANAMT,11.01990520954132,semantic_search,transaction,0.2650325298309326
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_TRANSIT_4,RTXN,TRANAMT,11.5497487783432,semantic_search,transaction,0.2427828311920166
ACCOUNT_ANALYSIS_HISTORY,NUMBER_OF_TRANSIT_5,RTXN,TRANAMT,11.932241320610046,semantic_search,transaction,0.23268342018127441
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_CHAR3_1,CARDTXNPARAM,FROMTRANSACTIONDESC,10.394646227359772,semantic_search,transaction,0.26017260551452637
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_CHAR3_2,CARDTXNPARAM,FROMTRANSACTIONDESC,12.608128786087036,semantic_search,transaction,0.2385845184326172
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_CHAR3_3,CARDTXNPARAM,FROMTRANSACTIONDESC,9.551983177661896,semantic_search,transaction,0.23599743843078613
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_CHAR3_4,CARDTXNPARAM,FROMTRANSACTIONDESC,9.7673961520195,semantic_search,transaction,0.25023961067199707
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_CHAR3_5,CARDTXNPARAM,FROMTRANSACTIONDESC,10.063526928424835,semantic_search,transaction,0.24013257026672363
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_AMOUNT_1,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_AMOUNT_2,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_AMOUNT_3,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_AMOUNT_4,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_AMOUNT_5,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_DATE_1,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_DATE_2,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_DATE_3,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_DATE_4,RTXN,ORIGPOSTDATE,15.799349546432495,semantic_search,transaction,0.21697664260864258
ACCOUNT_ANALYSIS_HISTORY,TECH_SERV_USE_DATE_5,RTXN,ORIGPOSTDATE,14.255239069461823,semantic_search,transaction,0.2198476791381836
ACCOUNT_ANALYSIS_HISTORY,ACCOUNT_ANALYSIS_TYPE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,CHARGE_LOSS_EXPIRATION_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ALTERNATE_CHARGE_LOSS_EXPIRATION_DATE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ADT_LOAD_DATE,ACCTSRCIDRTXNRPTGRPLMTHIST,INACTIVEDATE,19.03726726770401,semantic_search,transaction,0.2162487506866455
ACCOUNT_ANALYSIS_HISTORY,ADT_FILE_SOURCE,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,ADT_HASH_KEY,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,DBT_SCD_ID,WH_RTXNEXCPHIST,ACCTNBR,3.7109163403511047,semantic_search,transaction,0.24272727966308594
ACCOUNT_ANALYSIS_HISTORY,DBT_UPDATED_AT,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,DBT_VALID_FROM,WH_RTXNEXCPHIST,ACCTNBR,10.520632266998291,semantic_search,transaction,0.22037506103515625
ACCOUNT_ANALYSIS_HISTORY,DBT_VALID_TO,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_HISTORY,RECORD_SK,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
ACCOUNT_ANALYSIS_ITEM_TRANSACTION,ANB_ID,TRANSACTION,ACCTNBR,9.11284327507019,semantic_search,transaction,0.23090338706970215
ACCOUNT_ANALYSIS_ITEM_TRANSACTION,ANB_SILVERLAKE_DDAATH_ID,ACCTSRCIDRTXNRPTGRPLMTHIST,ACCTNBR,9.74259614944458,semantic_search,transaction,0.2153329849243164
ACCOUNT_ANALYSIS_ITEM_TRANSACTION,ANB_ACCOUNT_ID,TRANSACTION,ACCTNBR,5.422876477241516,semantic_search,transaction,0.25067782402038574
ACCOUNT_ANALYSIS_ITEM_TRANSACTION,ROW_NUM,NO_MATCH,NO_MATCH,0.0,no_match,transaction,
